Segmento;Item;CEST;NCM/SH;Descrição
PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;6.0;20.006.00;3301;Óleos essenciais (desterpenados ou não), incluídos os chamados 'concretos' ou 'absolutos'. resinóides. oleorresinas de extração. soluções concentradas de óleos essenciais em gorduras, em óleos fixos, em ceras ou em matérias análogas, obtidas portratamento de flores através de substâncias gordas ou por maceração. subprodutos terpênicos residuais da desterpenação dos óleos essenciais. águas destiladas aromáticas e soluções aquosas de óleos essenciais, em embalagens de conteúdo inferior ou igual a 500 ml
PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;7.0;20.007.00;3303.00.10;Perfumes (extratos)
PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;8.0;20.008.00;3303.00.20;Águas-de-colônia
PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;9.0;20.009.00;3304.10.00;Produtos de maquilagem para os lábios
PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;10.0;20.010.00;3304.20.10;Sombra, delineador, lápis para sobrancelhas e rímel
PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;11.0;20.011.00;3304.20.90;Outros produtos de maquilagem para os olhos
PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;12.0;20.012.00;3304.30.00;Preparações para manicuros e pedicuros, incluindo removedores de esmalte à base de acetona
PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;13.0;20.013.00;3304.91.00;Pós, incluídos os compactos, para maquilagem
PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;14.0;20.014.00;3304.99.10;Cremes de beleza, cremes nutritivos e loções tônicas
PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;15.0;20.015.00;3304.99.90;Outros produtos de beleza ou de maquilagem preparados e preparações para conservação ou cuidados da pele, exceto as preparações solares e antisolares
PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;16.0;20.016.00;3304.99.90;Preparações solares e antisolares
PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;17.0;20.017.00;3305.10.00;Xampus para o cabelo
PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;18.0;20.018.00;3305.20.00;Preparações para ondulação ou alisamento, permanentes, dos cabelos
PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;19.0;20.019.00;3305.30.00;Laquês para o cabelo
PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;20.0;20.020.00;3305.90.00;Outras preparações capilares, incluindo máscaras e finalizadores
PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;21.0;20.021.00;3305.90.00;Condicionadores
PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;22.0;20.022.00;3305.90.00;Tintura para o cabelo
PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;23.0;20.023.00;3306.10.00;Dentifrícios
PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;24.0;20.024.00;3306.20.00;Fios utilizados para limpar os espaços interdentais (fios dentais)
PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;25.0;20.025.00;3306.90.00;Outras preparações para higiene bucal ou dentária
PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;26.0;20.026.00;3307.10.00;Preparações para barbear (antes, durante ou após)
PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;27.0;20.027.00;3307.20.10;Desodorantes (desodorizantes) corporais líquidos
PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;28.0;20.028.00;3307.20.10;Antiperspirantes líquidos
PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;29.0;20.029.00;3307.20.90;Outros desodorantes (desodorizantes) corporais
PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;30.0;20.030.00;3307.20.90;Outros antiperspirantes
PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;31.0;20.031.00;3307.30.00;Sais perfumados e outras preparações para banhos
PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;32.0;20.032.00;3307.90.00;Outros produtos de perfumaria preparados
PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;32.1;20.032.01;3307.90.00;Outros produtos de toucador preparados
PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;33.0;20.033.00;3307.90.00;Soluções para lentes de contato ou para olhos artificiais
PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;34.0;20.034.00;3401.11.90;Sabões de toucador em barras, pedaços ou figuras moldados
PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;35.0;20.035.00;3401.19.00;Outros sabões, produtos e preparações, em barras, pedaços ou figuras moldados, inclusive lenços umedecidos
PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;36.0;20.036.00;3401.20.10;Sabões de toucador sob outras formas
PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;37.0;20.037.00;3401.30.00;Produtos e preparações orgânicos tensoativos para lavagem da pele, na forma de líquido ou de creme, acondicionados para venda a retalho, mesmo contendo sabão
PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;38.0;20.038.00;4014.90.10;Bolsa para gelo ou para água quente
PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;39.0;20.039.00;4014.90.90;Chupetas e bicos para mamadeiras e para chupetas, de borracha
PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;40.0;20.040.00;3924.90.00 3926.90.40;Chupetas e bicos para mamadeiras e para chupetas, de silicone
PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;40.0;20.040.00;3926.90.90;Chupetas e bicos para mamadeiras e para chupetas, de silicone
PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;41.0;20.041.00;4202.1;Malas e maletas de toucador
PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;42.0;20.042.00;4818.10.00;Papel higiênico - folha simples
PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;43.0;20.043.00;4818.10.00;Papel higiênico - folha dupla e tripla
PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;44.0;20.044.00;4818.20.00;Lenços (incluídos os de maquilagem) e toalhas de mão
PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;45.0;20.045.00;4818.20.00;Papel toalha de uso institucional do tipo comercializado em rolos igual ou superior a 80 metros e do tipo comercializado em folhas intercaladas
PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;46.0;20.046.00;4818.30.00;Toalhas e guardanapos de mesa
PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;47.0;20.047.00;4818.90.90;Toalhas de cozinha (papel toalha de uso doméstico)
PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;48.0;20.048.00;9619.00.00;Fraldas
PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;49.0;20.049.00;9619.00.00;Tampões higiênicos
PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;50.0;20.050.00;9619.00.00;Absorventes higiênicos externos
PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;51.0;20.051.00;5601.21.90;Hastes flexíveis (uso não medicinal)
PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;52.0;20.052.00;5603.92.90;Sutiã descartável, assemelhados e papel para depilação
PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;53.0;20.053.00;8203.20.90;Pinças para sobrancelhas
PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;54.0;20.054.00;8214.10.00;Espátulas (artigos de cutelaria)
PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;55.0;20.055.00;8214.20.00;Utensílios e sortidos de utensílios de manicuros ou de pedicuros (incluídas as limas para unhas)
PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;56.0;20.056.00;9025.11.10;Termômetros, inclusive o digital
PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;56.0;20.056.00;9025.19.90;Termômetros, inclusive o digital
PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;57.0;20.057.00;9603.2;Escovas e pincéis de barba, escovas para cabelos, para cílios ou para unhas e outras escovas de toucador de pessoas, incluídas as que sejam partes de aparelhos, exceto escovas de dentes
PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;58.0;20.058.00;9603.21.00;Escovas de dentes, incluídas as escovas para dentaduras
PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;59.0;20.059.00;9603.30.00;Pincéis para aplicação de produtos cosméticos
PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;60.0;20.060.00;9605.00.00;Sortidos de viagem, para toucador de pessoas para costura ou para limpeza de calçado ou de roupas
PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;61.0;20.061.00;9615;Pentes, travessas para cabelo e artigos semelhantes. grampos (alfinetes) para cabelo. pinças (pinceguiches), onduladores, bobes (rolos) e artefatos semelhantes para penteados, e suas partes, exceto os classificados na posição 8516 e suas partes
PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;62.0;20.062.00;9616.20.00;Borlas ou esponjas para pós ou para aplicação de outros cosméticos ou de produtos de toucador
PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;63.0;20.063.00;3923.30.00;Mamadeiras
PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;63.0;20.063.00;3924.90.00;Mamadeiras
PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;63.0;20.063.00;3924.10.00;Mamadeiras
PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;63.0;20.063.00;4014.90.90 7010.20.00;Mamadeiras
PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;64.0;20.064.00;8212.10.20 8212.20.10;Aparelhos e lâminas de barbear
PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;1.0;21.001.00;7321.11.00;Fogões de cozinha de uso doméstico e suas partes
PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;1.0;21.001.00;7321.81.00 7321.90.00;Fogões de cozinha de uso doméstico e suas partes
PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;2.0;21.002.00;8418.10.00;Combinações de refrigeradores e congeladores ('freezers'), munidos de portas exteriores separadas
PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;3.0;21.003.00;8418.21.00;Refrigeradores do tipo doméstico, de compressão
PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;4.0;21.004.00;8418.29.00;Outros refrigeradores do tipo doméstico
PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;5.0;21.005.00;8418.30.00;Congeladores ('freezers') horizontais tipo arca, de capacidade não superior a 800 litros
PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;6.0;21.006.00;8418.40.00;Congeladores ('freezers') verticais tipo armário, de capacidade não superior a 900 litros
PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;7.0;21.007.00;8418.50;Outros móveis (arcas, armários, vitrines, balcões e móveis semelhantes) para a conservação e exposição de produtos, que incorporem um equipamento para a produção de frio
PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;8.0;21.008.00;8418.69.9;Mini adega e similares
PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;9.0;21.009.00;8418.69.99;Máquinas para produção de gelo
PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;10.0;21.010.00;8418.99.00;Partes dos refrigeradores, congeladores, mini adegas e similares, máquinas para produção de gelo e bebedouros descritos nos CEST 21.002.00, 21.003.00, 21.004.00, 21.005.00, 21.006.00, 21.007.00, 21.008.00, 21.009.00 e 21.013.00
PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;11.0;21.011.00;8421.12;Secadoras de roupa de uso doméstico
PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;11.0;21.011.00;;Secadoras de roupa de uso doméstico
PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;12.0;21.012.00;8421.19.90;Outras secadoras de roupas e centrífugas de uso doméstico
PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;13.0;21.013.00;8418.69.31;Bebedouros refrigerados para água
PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;14.0;21.014.00;8421.9;Partes das secadoras de roupas e centrífugas de uso doméstico e dos aparelhos para filtrar ou depurar água, descritos nos CEST 21.011.00, 21.012.00 e 21.098.00
PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;15.0;21.015.00;8422.11.00 8422.90.10;Máquinas de lavar louça do tipo doméstico e suas partes
PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;16.0;21.016.00;8443.31;Máquinas que executem pelo menos duas das seguintes funções: impressão, cópia ou transmissão de telecópia (fax), capazes de ser conectadas a uma máquina automática para processamento de dados ou a uma rede
PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;17.0;21.017.00;8443.32;Outras impressoras, máquinas copiadoras e telecopiadores (fax), mesmo combinados entre si, capazes de ser conectados a uma máquina automática para processamento de dados ou a uma rede
PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;18.0;21.018.00;8443.9;Partes e acessórios de máquinas e aparelhos de impressão por meio de blocos, cilindros e outros elementos de impressão da posição 8442. e de outras impressoras, máquinas copiadoras e telecopiadores (fax), mesmo combinados entre si
PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;19.0;21.019.00;8450.11.00;Máquinas de lavar roupa, mesmo com dispositivos de secagem, de uso doméstico, de capacidade não superior a 10 kg, em peso de roupa seca, inteiramente automáticas
PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;20.0;21.020.00;8450.12.00;Outras máquinas de lavar roupa, mesmo com dispositivos de secagem, de uso doméstico, com secador centrífugo incorporado
PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;21.0;21.021.00;8450.19.00;Outras máquinas de lavar roupa, mesmo com dispositivos de secagem, de uso doméstico
PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;22.0;21.022.00;8450.20;Máquinas de lavar roupa, mesmo com dispositivos de secagem, de uso doméstico, de capacidade superior a 10 kg, em peso de roupa seca
PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;23.0;21.023.00;8450.90;Partes de máquinas de lavar roupa, mesmo com dispositivos de secagem, de uso doméstico
PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;24.0;21.024.00;8451.21.00;Máquinas de secar de uso doméstico de capacidade não superior a 10 kg, em peso de roupa seca
PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;25.0;21.025.00;8451.29.90;Outras máquinas de secar de uso doméstico
PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;26.0;21.026.00;8451.90;Partes de máquinas de secar de uso doméstico
PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;27.0;21.027.00;8452.10.00;Máquinas de costura de uso doméstico
PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;28.0;21.028.00;8471.30;Máquinas automáticas para processamento de dados, portáteis, de peso não superior a 10 kg, contendo pelo menos uma unidade central de processamento, um teclado e uma tela
PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;29.0;21.029.00;8471.4;Outras máquinas automáticas para processamento de dados
PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;30.0;21.030.00;8471.50.10;Unidades de processamento, de pequena capacidade, exceto as das subposições 8471.41 ou 8471.49, podendo conter, no mesmo corpo, um ou dois dos seguintes tipos de unidades: unidade de memória, unidade de entrada e unidade de saída.baseadas em microprocessadores, com capacidade de instalação, dentro do mesmo gabinete, de unidades de memória da subposição 8471.70, podendo conter múltiplos conectores de expansão ('slots'), e valor FOB inferior ou igual a US$ 12.500,00, por unidade
PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;31.0;21.031.00;8471.60.5;Unidades de entrada, exceto as classificadas no código 8471.60.54
PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;32.0;21.032.00;8471.60.90;Outras unidades de entrada ou de saída, podendo conter, no mesmo corpo, unidades de memória
PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;33.0;21.033.00;8471.70;Unidades de memória
PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;34.0;21.034.00;8471.90;Outras máquinas automáticas para processamento de dados e suas unidades. leitores magnéticos ou ópticos, máquinas para registrar dados em suporte sob forma codificada, e máquinas para processamento desses dados, não especificadas nem compreendidas em outras posições
PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;35.0;21.035.00;8473.30;Partes e acessórios das máquinas da posição 84.71
PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;36.0;21.036.00;8504.3;Outros transformadores, exceto os classificados nos códigos 8504.33.00 e 8504.34.00
PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;37.0;21.037.00;8504.40.10;Carregadores de acumuladores
